hu_ngram,n,count,en_word,en_pron,cost
taji,1,0,t,t i,0.5
oltár,1,0,all,ɔ l,0.6
os + i,2,0,she,ʃ i,0.3333333333333333
z + ás + i,3,0,she,ʃ i,0.5
talp,1,0,top,t ɑ p,0.75
toz + ék,2,0,talk,t ɔ k,0.4
türelm,1,0,tell,t ɛ l,0.5
ijas,1,0,ish,ɪ ʃ,0.5
vált + ás,2,0,vault,v ɔ l t,0.6666666666666666
ít + és + é,3,0,sh,ʃ,0.8
értelm + i,2,0,tell,t ɛ l,0.5714285714285714
oŤa,1,0,aw,ɔ,0.6666666666666666
om + on,2,0,om,ɔ m,0.5
aťá,1,0,each,i tʃ,1.0
elő + áLít + ás,3,0,l,ɛ l,0.7777777777777778
i + ség + et,3,0,it,ɪ t,0.6666666666666666
het + nek,2,0,tech,t ɛ k,0.5
senek,1,0,neck,n ɛ k,0.4
el + ő,2,0,l,ɛ l,0.3333333333333333
uŋg,1,0,jung,j ʊ ŋ,0.6666666666666666
uŋg + ban,2,0,been,b ɪ n,0.8333333333333334
mar + ad + váɲ,3,0,made,m eɪ d,0.875
váɲ + aji,2,0,v,v i,0.6666666666666666
meg + ver,2,0,ev,ɛ v,0.6666666666666666
meg + őrz,2,0,men's,m ɛ n z,0.6666666666666666
meg + őrz + és,3,0,mesh,m ɛ ʃ,0.625
raji,1,0,ye,j i,0.5
mér + föld,2,0,fold,f oʊ l d,0.4571428571428572
riḧ,1,0,e,i,0.6666666666666666
stílus + á,2,0,to,t u,0.7142857142857143
ʃorít,1,0,sought,s ɔ t,0.4
tem + at,2,0,m,ɛ m,0.6
ter + mék,2,0,tech,t ɛ k,0.5
ter + mék + eɲ,3,0,tech,t ɛ k,0.625
mék + eɲ,2,0,make,m eɪ k,0.8
tör + ni,2,0,tony,t oʊ n i,0.24
é + től,2,0,tell,t ɛ l,0.75
wep,1,0,yep,j ɛ p,0.6666666666666666
zóná,1,0,zone,z oʊ n,0.75
zűr,1,0,is,ɪ z,1.0
ébred,1,0,bed,b ɛ d,0.4
éʃak + kelet,2,0,let,l ɛ t,0.6666666666666666
üt + és,2,0,sh,ʃ,0.75
ezred,1,0,ed,ɛ d,0.6
oj + ás + ol,3,0,y'all,j ɔ l,0.5
ás + ol,2,0,all,ɔ l,0.5
lép + t,2,0,put,p ʊ t,0.75
be + ve,2,0,ev,ɛ v,0.5
oz + zon,2,0,osborne,ɔ z b ɔ ɹ n,0.6
čod + ál + koz,3,0,talk,t ɔ k,0.7
čónak,1,0,take,t eɪ k,0.8571428571428571
el + mesél,2,0,mel,m ɛ l,0.5714285714285714
elv + ek,2,0,l,ɛ l,0.6
erő + s + ség,3,0,eh,ɛ,0.8571428571428571
felʃín + é,2,0,else,ɛ l s,0.5714285714285714
tár + t,2,0,taught,t ɔ t,0.75
frek,1,0,fuck,f ʌ k,0.75
frek + ven,2,0,ken,k ɛ n,0.5714285714285714
höz,1,0,hose,h oʊ z,0.06666666666666667
határ + oʃ,2,0,toss,t ɔ s,0.5714285714285714
jác,1,0,it's,ɪ t s,0.8
jác + hat,2,0,test,t ɛ s t,0.75
kij + ab,2,0,key,k i,0.6
kij + ab + ál,3,0,kill,k ɪ l,0.5714285714285714
ab + ál,2,0,bill,b ɪ l,0.75
cijó + s,2,0,see,s i,0.7142857142857143
tet + és + t,3,0,test,t ɛ s t,0.6666666666666666
óji + nak,2,0,in,ɪ n,0.6666666666666666
lel + ki,2,0,leslie,l ɛ s l i,0.4
lel + ki + is,3,0,leslie,l ɛ s l i,0.5714285714285714
ki + is,2,0,key,k i,0.5
ki + is + mer,3,0,kim,k ɪ m,0.5714285714285714
old + oT,2,0,all,ɔ l,0.6
oʃt + ás,2,0,lost,l ɔ s t,0.6
társ + ak,2,0,take,t eɪ k,0.8333333333333334
át + ék,2,0,take,t eɪ k,0.75
rakétá,1,0,act,æ k t,0.8333333333333334
reɲǧé,1,0,edge,ɛ dʒ,0.6
riv,1,0,eve,i v,0.3333333333333333
ré + s,2,0,sh,ʃ,0.6666666666666666
ʃav + aʃ,2,0,service,s ɝ v ʌ s,0.8
teʃtel,1,0,test,t ɛ s t,0.3333333333333333
viƩa + ut,2,0,it,ɪ t,0.6666666666666666
viƩa + ut + as,3,0,it,ɪ t,0.75
válaʃ + tó,2,0,last,l æ s t,0.7142857142857143
vár + ak,2,0,vic,v ɪ k,0.8
vár + ak + oz,3,0,calls,k ɔ l z,0.7142857142857143
at + ható,2,0,hit,h ɪ t,0.8333333333333334
m + mel,2,0,mel,m ɛ l,0.25
čalát,1,0,tilt,t ɪ l t,0.7142857142857143
čalát + tag,2,0,tilt,t ɪ l t,0.8
s + ít + eni,3,0,any,ɛ n i,0.5
eseméɲ + eji,2,0,emmy,ɛ m i,0.6666666666666666
eT + eB,2,0,eh,ɛ,0.75
fog + laJ,2,0,fall,f ɔ l,0.5
laJ,1,0,all,ɔ l,1.0
gaz + dál,2,0,deal,d i l,0.8333333333333334
gaz + dál + kod,3,0,called,k ɔ l d,0.7777777777777778
dál,1,0,deal,d i l,0.6666666666666666
dál + kod,2,0,called,k ɔ l d,0.6666666666666666
dál + kod + ás,3,0,called,k ɔ l d,0.75
gond + oz,2,0,needs,n i d z,0.6666666666666666
gond + oz + ás,3,0,needs,n i d z,0.75
oz + ás + á,3,0,laws,l ɔ z,0.8
haraŋg,1,0,hang,h æ ŋ,0.8333333333333334
id + en,2,0,den,d ɛ n,0.25
kínál + t,2,0,can't,k æ n t,0.6666666666666666
ság + á + nak,3,0,shown,ʃ oʊ n,0.8571428571428571
tat + tak,2,0,take,t eɪ k,0.8333333333333334
le + ül,2,0,l,ɛ l,0.5
meḧ + an + iz,3,0,many,m ɛ n i,0.42857142857142855
an + iz,2,0,knees,n i z,0.25
an + iz + mus,3,0,knees,n i z,0.5714285714285714
mek + köt,2,0,met,m ɛ t,0.5
éž + be,2,0,bed,b ɛ d,0.75
piLant,1,0,print,p ɹ ɪ n t,0.5
piLant + ás,2,0,print,p ɹ ɪ n t,0.625
ragat,1,0,to,t u,1.0
ragat + t,2,0,taught,t ɔ t,0.8333333333333334
reTeg,1,0,eh,ɛ,0.8
ág + á + t,3,0,to,t u,1.0
ɦet + ik,2,0,tick,t ɪ k,0.4
ked + ni,2,0,kenny,k ɛ n i,0.2
ág + ak,2,0,co,k oʊ,1.0
ér + tes + ül,3,0,tell,t ɛ l,0.5714285714285714
tes + ül,2,0,tell,t ɛ l,0.4
ak + tiv + it,3,0,tv,t i v i,0.42857142857142855
tiv + it,2,0,tv,t i v i,0.2
tiv + it + ás,3,0,tv,t i v i,0.42857142857142855
ít + oTá,2,0,talk,t ɔ k,0.8
ít + oTá + k,3,0,talk,t ɔ k,0.5
íČa,1,0,to,t u,1.0
čatol,1,0,tall,t ɔ l,0.5714285714285714
čop + or + ťá,3,0,shaw,ʃ ɔ,0.7777777777777778
or + ťá,2,0,aw,ɔ,0.75
ťá,1,0,each,i tʃ,1.0
el + fogad + ás,3,0,elf,ɛ l f,0.6666666666666666
őr + i + ʃ,3,0,this,ð ɪ s,0.75
i + ʃ,2,0,this,ð ɪ s,0.5
ir + áɲ + zat,3,0,is,ɪ z,0.7142857142857143
áɲ + zat,2,0,to,t u,1.0
fel + emel,2,0,fell,f ɛ l,0.5714285714285714
fogj,1,0,for,f ɔ ɹ,0.75
ɦaŤuk,1,0,look,l ʊ k,0.8
aji + n,2,0,in,ɪ n,0.5
haza + ér,2,0,his,h ɪ z,0.8333333333333334
im + át,2,0,it,ɪ t,0.5
im + át + koz,3,0,because,b ɪ k ɔ z,0.5714285714285714
át + koz,2,0,calls,k ɔ l z,0.6
jóvá,1,0,you've,j u v,0.75
ki + mutat,2,0,kim,k ɪ m,0.5714285714285714
lak + ás + á,3,0,like,l aɪ k,0.8333333333333334
lét + ez + és,3,0,tells,t ɛ l z,0.7142857142857143
műköt,1,0,coat,k oʊ t,0.44000000000000006
műköt + tet,2,0,met,m ɛ t,0.625
ség + nek,2,0,neck,n ɛ k,0.5
néb,1,0,in,ɪ n,1.0
para + méter,2,0,might,m aɪ t,0.8888888888888888
ture,1,0,to,t u,0.5
oz + ás + i,3,0,she,ʃ i,0.6
spar,1,0,ship,ʃ ɪ p,0.75
sugár,1,0,shoe,ʃ u,0.6
ʃentéj,1,0,sent,s ɛ n t,0.3333333333333333
já + ba,2,0,you,j u,1.0
ʃámlál,1,0,small,s m ɔ l,0.6666666666666666
tölt + ve,2,0,toll,t oʊ l,0.5333333333333333
ság + gal,2,0,shall,ʃ æ l,0.8333333333333334
ɦet + te,2,0,et,ɛ t,0.6
és + eji + t,3,0,shit,ʃ ɪ t,0.5
éʃ + rev,2,0,ev,ɛ v,0.6
éʃ + rev + ét,3,0,set,s ɛ t,0.5714285714285714
rev,1,0,ev,ɛ v,0.3333333333333333
rev + ét,2,0,et,ɛ t,0.6
gor,1,0,aw,ɔ,0.6666666666666666
tör + ő,2,0,toe,t oʊ,0.55
ley,1,0,lee,l i,0.3333333333333333
cal,1,0,it's,ɪ t s,0.8
tija,1,0,t,t i,0.5
el + táv,2,0,l,ɛ l,0.6
el + táv + ol,3,0,lol,l ɔ l,0.5714285714285714
táv + ol,2,0,tall,t ɔ l,0.4
táv + ol + ít,3,0,vault,v ɔ l t,0.42857142857142855
ol + ít,2,0,all,ɔ l,0.5
ol + ít + ás,3,0,all,ɔ l,0.6666666666666666
fel + füGeʃt,2,0,felt,f ɛ l t,0.5555555555555556
füGeʃt,1,0,fest,f ɛ s t,0.3333333333333333
gazda + sák,2,0,dick,d ɪ k,0.875
hatáj,1,0,hit,h ɪ t,0.8
hód,1,0,had,h æ d,0.6666666666666666
vásár + ɦej,2,0,share,ʃ ɛ ɹ,0.875
kombi,1,0,be,b i,0.6
ác + ijó + t,3,0,sit,s ɪ t,0.625
költöʃ,1,0,colts,k oʊ l t s,0.19999999999999998
haŤák,1,0,hook,h ʊ k,0.8
lél,1,0,lol,l ɔ l,0.6666666666666666
ǧilkol + t,2,0,call,k ɔ l,0.5714285714285714
meg + ǧilkol + ás,3,0,milk,m ɪ l k,0.6363636363636364
ǧilkol + ás,2,0,call,k ɔ l,0.625
minő + sít,2,0,mint,m ɪ n t,0.42857142857142855
minő + sít + és,3,0,mint,m ɪ n t,0.5555555555555556
sít + és,2,0,shit,ʃ ɪ t,0.8
mod,1,0,mod,m ɔ d,0.0
taj,1,0,to,t u,1.0
móCer + eji,2,0,me,m i,0.8
poncám,1,0,points,p ɔɪ n t s,0.625
roɦam,1,0,om,ɔ m,0.6
rombol,1,0,ball,b ɔ l,0.5
es + ség + ű,3,0,eh,ɛ,0.8333333333333334
ɦő,1,0,a,ʌ,1.5
ɦő + s,2,0,sh,ʃ,0.6666666666666666
ʃólít,1,0,salt,s ɔ l t,0.6
tab,1,0,tube,t u b,0.6666666666666666
továp,1,0,top,t ɑ p,0.8
ute,1,0,put,p ʊ t,0.6666666666666666
éʃre + veʃ,2,0,'s,ɛ s,0.7142857142857143
íj,1,0,you,j u,1.0
tis,1,0,t,t i,0.3333333333333333
ek + ed + et,3,0,debt,d ɛ t,0.5
ér + és + é,3,0,sh,ʃ,0.8
elő + ír + ás,3,0,l,ɛ l,0.7142857142857143
eŋ + geǦ,2,0,ng,ɛ ŋ,0.6
geǦ,1,0,eh,ɛ,0.6666666666666666
fel + fedeʃ,2,0,fled,f l ɛ d,0.5
figurá,1,0,fee,f i,0.6666666666666666
ǧuLad,1,0,jew,dʒ u,0.6
ǧuLad + ás,2,0,jewish,dʒ u ɪ ʃ,0.7142857142857143
hejre,1,0,heh,h ɛ,0.6
hejre + áLít,2,0,yet,j ɛ t,0.6666666666666666
hejre + áLít + ás,3,0,yet,j ɛ t,0.7272727272727273
poɲťá + t,2,0,port,p ɔ ɹ t,0.6666666666666666
ihl,1,0,ill,ɪ l,0.3333333333333333
ihl + et,2,0,let,l ɛ t,0.4
súj + oz,2,0,shaw,ʃ ɔ,0.6
ki + fejt,2,0,effect,ɪ f ɛ k t,0.5
fejt,1,0,felt,f ɛ l t,0.5
ki + jelent,2,0,kent,k ɛ n t,0.5
ki + ve,2,0,key,k i,0.5
vis + el + et,3,0,let,l ɛ t,0.5714285714285714
el + et + é,3,0,let,l ɛ t,0.4
áb + ól,2,0,bill,b ɪ l,0.75
ed + nek,2,0,neck,n ɛ k,0.4
ír + ás + á,3,0,sh,ʃ,0.8
eʃ + het,2,0,set,s ɛ t,0.4
at + ar,2,0,to,t u,1.0
mindaz,1,0,means,m i n z,0.3333333333333333
züŋk,1,0,zinc,z ɪ ŋ k,0.5
pincé,1,0,prints,p ɹ ɪ n t s,0.42857142857142855
pont + os + ság,3,0,pawn,p ɔ n,0.6666666666666666
os + ság + gal,3,0,all,ɔ l,0.75
pá,1,0,up,ʌ p,1.0
cijó + t,2,0,sit,s ɪ t,0.5714285714285714
rec + ep,2,0,sep,s ɛ p,0.5714285714285714
lós,1,0,sh,ʃ,0.6666666666666666
tartáj,1,0,taught,t ɔ t,0.8333333333333334
ék + eɲ + ked,3,0,ed,ɛ d,0.7142857142857143
eɲ + ked,2,0,ed,ɛ d,0.6
tartam,1,0,time,t aɪ m,0.8333333333333334
adomáɲ,1,0,dorm,d ɔ ɹ m,0.6666666666666666
adomáɲ + oz,2,0,dogs',d ɔ g z,0.75
aʃ + tá,2,0,set,s ɛ t,0.75
aʃ + tá + k,3,0,stock,s t ɑ k,0.6
bél,1,0,bill,b ɪ l,0.6666666666666666
kes,1,0,care,k ɛ ɹ,0.6666666666666666
eʃköz + eji,2,0,cozy,k oʊ z i,0.525
ek + nél,2,0,l,ɛ l,0.6
lal + koz + ás,3,0,laws,l ɔ z,0.625
fok + ság,2,0,fork,f ɔ ɹ k,0.6666666666666666
ad + ék + ot,3,0,court,k ɔ ɹ t,0.6666666666666666
fúj,1,0,few,f j u,0.6666666666666666
fúj + t,2,0,few,f j u,0.75
ʃer + es,2,0,said,s ɛ d,0.8
eŋ + ger,2,0,ng,ɛ ŋ,0.6
áɲ + t,2,0,to,t u,1.0
hoZá + ad,2,0,had,h æ d,0.8333333333333334
iskolá + já,2,0,call,k ɔ l,0.625
jer,1,0,yet,j ɛ t,0.6666666666666666
jer + už,2,0,you,j u,0.6
jer + už + ál,3,0,you'll,j u l,0.5714285714285714
už + ál,2,0,full,f ʊ l,0.75
už + ál + em,3,0,m,ɛ m,0.6666666666666666
ál + em,2,0,m,ɛ m,0.5
ód + ni,2,0,d,d i,0.5
el + ik,2,0,leak,l i k,0.25
köZé,1,0,co,k oʊ,0.55
ség + ük,2,0,shock,ʃ ɑ k,0.8
ɦoʃ,1,0,loss,l ɔ s,0.6666666666666666
ɦoʃ + t,2,0,lost,l ɔ s t,0.5
ɦoʃ + t + a,3,0,lost,l ɔ s t,0.6
méj + ség,2,0,mm,m,0.8333333333333334
puʃtít + ás,2,0,put,p ʊ t,0.625
ritmus,1,0,to,t u,0.6666666666666666
berg,1,0,bed,b ɛ d,0.75
som,1,0,shaw,ʃ ɔ,0.3333333333333333
ʃitu,1,0,sit,s ɪ t,0.25
til,1,0,till,t ɪ l,0.0
társ + á,2,0,sh,ʃ,0.8
unoka,1,0,look,l ʊ k,0.8
ol + nak,2,0,all,ɔ l,0.6
ápol + ás,2,0,paul,p ɔ l,0.5
énekl,1,0,neck,n ɛ k,0.4
önt,1,0,don't,d oʊ n t,0.39999999999999997
ültet,1,0,let,l ɛ t,0.4
aK,1,0,a,ʌ,1.5
oŋ,1,0,long,l ɔ ŋ,0.5
be + oʃt,2,0,best,b ɛ s t,0.2
be + oʃt + ás,3,0,best,b ɛ s t,0.42857142857142855
cor,1,0,saw,s ɔ,0.6
daLam,1,0,damn,d æ m,0.8
lát + ás + á,3,0,lot,l ɑ t,0.8333333333333334
eʃmé,1,0,'s,ɛ s,0.5
é + nél,2,0,nail,n eɪ l,0.75
járat,1,0,yet,j ɛ t,0.8
ít + ás + á,3,0,sh,ʃ,0.8
ki + nev,2,0,keen,k i n,0.4
ki + nev + ez,3,0,keys,k i z,0.5714285714285714
képlet,1,0,let,l ɛ t,0.5
le + vág,2,0,levy,l ɛ v i,0.6
mar + ij,2,0,me,m i,0.6
ɲil + ván + ít,3,0,event,ɪ v ɛ n t,0.625
ván + ít,2,0,vent,v ɛ n t,0.6
pak,1,0,pick,p ɪ k,0.6666666666666666
riport,1,0,it,ɪ t,0.6666666666666666
ʃövet,1,0,set,s ɛ t,0.4
ťük,1,0,check,tʃ ɛ k,0.6666666666666666
nuŋk,1,0,new,n u,0.5
táská,1,0,take,t eɪ k,0.8
vij + et,2,0,yet,j ɛ t,0.4
nam,1,0,name,n eɪ m,0.6666666666666666
akarat + á,2,0,act,æ k t,0.8571428571428571
or + ok,2,0,talk,t ɔ k,0.75
eLent,1,0,went,w ɛ n t,0.6
eLent + mond,2,0,end,ɛ n d,0.6666666666666666
eLent + mond + ás,3,0,end,ɛ n d,0.7272727272727273
haza + tér,2,0,his,h ɪ z,0.8571428571428571
jenek,1,0,neck,n ɛ k,0.4
vár + on,2,0,von,v ɔ n,0.4
kijad + ás + á,3,0,kid,k ɪ d,0.625
troL,1,0,talk,t ɔ k,0.75
et + el + t,3,0,tell,t ɛ l,0.4
meg + ért + et,3,0,met,m ɛ t,0.625
meg + őr,2,0,men,m ɛ n,0.8
meg + őr + i,3,0,me,m i,0.6666666666666666
moz + dul,2,0,mall,m ɔ l,0.5
moz + dul + at,3,0,mall,m ɔ l,0.625
ɲak + á,2,0,co,k oʊ,1.0
ɲíl + ás,2,0,sh,ʃ,0.8
panaʃ + kod,2,0,scored,s k ɔ ɹ d,0.625
pájá + k,2,0,pick,p ɪ k,0.8
ʃeƝ,1,0,said,s ɛ d,0.6666666666666666
ʃeƝ + ez,2,0,says,s ɛ z,0.4
gap,1,0,up,ʌ p,1.0
s + an,2,0,shown,ʃ oʊ n,0.6666666666666666
til + tak,2,0,tilt,t ɪ l t,0.3333333333333333
til + tak + oz,3,0,tilt,t ɪ l t,0.5
tak + oz,2,0,calls,k ɔ l z,0.6
tör + őd,2,0,told,t oʊ l d,0.64
viv,1,0,v,v i,0.3333333333333333
kar + ok,2,0,cork,k ɔ ɹ k,0.6
át + tekint,2,0,tent,t ɛ n t,0.5
ít + oT + ak,3,0,talk,t ɔ k,0.5
cent + i,2,0,sent,s ɛ n t,0.42857142857142855
ez + ve,2,0,ev,ɛ v,0.5
puʃ,1,0,puts,p ʊ t s,0.3333333333333333
elő + segít,2,0,let,l ɛ t,0.625
ez + üŋk,2,0,ng,ɛ ŋ,0.6
ő + d,2,0,do,d u,1.0
ő + d + nek,3,0,neck,n ɛ k,0.4
d + nek,2,0,neck,n ɛ k,0.25
fest + és,2,0,fetish,f ɛ t ɪ ʃ,0.5
fizes,1,0,fish,f ɪ ʃ,0.4
ǧerek + eji,2,0,key,k i,0.75
jutalm,1,0,you'll,j u l,0.5
foť,1,0,for,f ɔ ɹ,0.6666666666666666
ki + tér,2,0,kit,k ɪ t,0.4
ó + k + at,3,0,act,æ k t,0.75
meg + jelöl,2,0,yellow,j ɛ l oʊ,0.525
neɦ,1,0,net,n ɛ t,0.6666666666666666
neɦ + ez,2,0,says,s ɛ z,0.8
neɦ + ez + ít,3,0,net,n ɛ t,0.5714285714285714
ez + ít,2,0,et,ɛ t,0.5
i + ség + é,3,0,ish,ɪ ʃ,0.6
cijó + ja,2,0,see,s i,0.75
remeg,1,0,m,ɛ m,0.6
aB + ak,2,0,co,k oʊ,1.0
rá + néz,2,0,news,n u z,0.8
teJes + ít + és,3,0,test,t ɛ s t,0.7777777777777778
ut + aʃ,2,0,puts,p ʊ t s,0.5
koz + ás + t,3,0,court,k ɔ ɹ t,0.6666666666666666
žeb,1,0,web,w ɛ b,0.6666666666666666
át + alakít,2,0,looked,l ʊ k t,0.75
át + alakít + ás,3,0,looked,l ʊ k t,0.8
alakít + ás,2,0,looked,l ʊ k t,0.75
étk,1,0,take,t eɪ k,0.6666666666666666
étk + ez,2,0,tells,t ɛ l z,0.6
üǧ + eji,2,0,g,dʒ i,0.6
eRejt,1,0,et,ɛ t,0.6
ǧóǧ + áʃ,2,0,judge,dʒ ʌ dʒ,0.8
ǧóǧ + áʃ + at,3,0,just,dʒ ʌ s t,0.7142857142857143
eT + es + ít,3,0,et,ɛ t,0.6666666666666666
es + ít + i,3,0,she,ʃ i,0.6
os + á,2,0,aw,ɔ,0.6666666666666666
keʃťű,1,0,'s,ɛ s,0.6
tár + a,2,0,to,t u,1.0
mek + teremt,2,0,met,m ɛ t,0.6666666666666666
ɦej + é,2,0,eh,ɛ,0.75
múlťá,1,0,much,m ʌ tʃ,0.8
ed + és + é,3,0,ed,ɛ d,0.6
pres,1,0,pressure,p ɹ ɛ ʃ ɝ,0.75
os + od,2,0,shaw,ʃ ɔ,0.5
os + od + oT,3,0,shaw,ʃ ɔ,0.6666666666666666
od + oT,2,0,d'or,d ɔ ɹ,0.75
ad + ból,2,0,deal,d i l,0.8
tran,1,0,turn,t ɝ n,0.75
vádol,1,0,all,ɔ l,0.6
él + vonal,2,0,lol,l ɔ l,0.5714285714285714
ér + zék + el,3,0,l,ɛ l,0.7142857142857143
zék + el,2,0,l,ɛ l,0.6
éʃlel,1,0,sell,s ɛ l,0.4
üldöz,1,0,leads,l i d z,0.6
an + al,2,0,nail,n eɪ l,0.75
bőv + ít + és,3,0,but,b ʌ t,0.8571428571428571
čöv,1,0,show,ʃ oʊ,0.64
bont + ás,2,0,bot,b ɔ t,0.5
fel + ʃab,2,0,else,ɛ l s,0.5
fel + ʃab + ad,3,0,else,ɛ l s,0.625
tölt + és + e,3,0,toll,t oʊ l,0.6
hom + log,2,0,hall,h ɔ l,0.5
hom + log + zat,3,0,halt,h ɔ l t,0.5555555555555556
log + zat,2,0,laws,l ɔ z,0.5
irt,1,0,it,ɪ t,0.3333333333333333
ki + kébz,2,0,kick,k ɪ k,0.5
ki + kébz + és,3,0,kick,k ɪ k,0.625
kov,1,0,call,k ɔ l,0.6666666666666666
kötel + ez + eČég,3,0,tells,t ɛ l z,0.6923076923076923
ez + eČég,2,0,et,ɛ t,0.75
ás + á + n,3,0,shown,ʃ oʊ n,0.75
am + ba,2,0,mm,m,0.75
tagat,1,0,taught,t ɔ t,0.8
mel + kas,2,0,mel,m ɛ l,0.5
ʃem + lél,2,0,sell,s ɛ l,0.5
ʃem + lél + et,3,0,let,l ɛ t,0.625
lél + et,2,0,let,l ɛ t,0.4
sír + já,2,0,sh,ʃ,0.8
sújt,1,0,yet,j ɛ t,0.75
veǧ + ül,2,0,l,ɛ l,0.6
veǧ + ül + et,3,0,let,l ɛ t,0.5714285714285714
át + lép,2,0,top,t ɑ p,0.8
el + indít,2,0,end,ɛ n d,0.5714285714285714
fik,1,0,fix,f ɪ k s,0.3333333333333333
ǧök + er,2,0,joke,dʒ oʊ k,0.44000000000000006
er + es,2,0,eh,ɛ,0.75
indít + ás,2,0,in,ɪ n,0.7142857142857143
t + et,2,0,test,t ɛ s t,0.3333333333333333
kaz,1,0,'cause,k ʌ z,0.6666666666666666
ő + vel,2,0,l,ɛ l,0.5
kim + en,2,0,men,m ɛ n,0.4
kim + en + et,3,0,meant,m ɛ n t,0.42857142857142855
ék + ek,2,0,care,k ɛ ɹ,0.75
eg + es + en,3,0,n,ɛ n,0.6666666666666666
mek + ʃál,2,0,x,ɛ k s,0.5
meg + áLapít + ás,3,0,met,m ɛ t,0.7272727272727273
áLapít + ás,2,0,put,p ʊ t,0.875
en + tál,2,0,went,w ɛ n t,0.6
en + tál + is,3,0,gently,dʒ ɛ n t l i,0.42857142857142855
mul,1,0,mu,m u,0.3333333333333333
tőr,1,0,to,t u,1.0
rend + eLenes,2,0,end,ɛ n d,0.7
sol,1,0,all,ɔ l,0.3333333333333333
ʃúr,1,0,so,s oʊ,1.0
ned,1,0,ned,n ɛ d,0.0
váltoʃ + tat + ás,3,0,lost,l ɔ s t,0.6363636363636364
dam,1,0,damn,d æ m,0.6666666666666666
ey,1,0,any,ɛ n i,0.5
def,1,0,deaf,d ɛ f,0.0
def + in,2,0,dean,d i n,0.4
eréɲ,1,0,eh,ɛ,0.75
fel + áL,2,0,fell,f ɛ l,0.4
felül,1,0,fell,f ɛ l,0.4
ság + ba,2,0,sh,ʃ,0.8
ejik,1,0,eric,ɛ ɹ ɪ k,0.5
eg + be,2,0,bed,b ɛ d,0.75
kóp,1,0,keep,k i p,0.6666666666666666
is + mer + ked,3,0,shed,ʃ ɛ d,0.625
mer + ked,2,0,med,m ɛ d,0.5
ki + válaʃt + ás,3,0,kissed,k ɪ s t,0.6
kép + eʃ,2,0,'s,ɛ s,0.6
mot + ív,2,0,ought,ɔ t,0.6
mot + ív + um,3,0,tomb,t u m,0.5714285714285714
ív + um,2,0,room,ɹ u m,0.75
poɲ,1,0,paul,p ɔ l,0.6666666666666666
poɲ + ťaji,2,0,p,p i,0.7142857142857143
ťaji,1,0,ye,j i,0.5
ág + ra,2,0,a,ʌ,1.25
voná,1,0,von,v ɔ n,0.25
voná + s,2,0,von,v ɔ n,0.4
ír + ás + aji,3,0,she,ʃ i,0.7142857142857143
ɦöz,1,0,owes,oʊ z,0.39999999999999997
ad + ó + z,3,0,does,d ʌ z,0.75
váɲ + t,2,0,vote,v oʊ t,0.75
al + it,2,0,lit,l ɪ t,0.25
ajiŋk,1,0,inc,ɪ ŋ k,0.4
at + ij,2,0,t,t i,0.5
at + ij + on,3,0,teen,t i n,0.5
dim,1,0,dim,d ɪ m,0.0
dim + en,2,0,men,m ɛ n,0.4
dim + en + zijó,3,0,many,m ɛ n i,0.5555555555555556
en + zijó,2,0,any,ɛ n i,0.5
fel + em,2,0,fell,f ɛ l,0.4
fék,1,0,fuck,f ʌ k,0.6666666666666666
ǧárt + ás + á,3,0,josh,dʒ ɑ ʃ,0.8571428571428571
kap + ac,2,0,kept,k ɛ p t,0.7142857142857143
kap + ac + it,3,0,sit,s ɪ t,0.6666666666666666
ac + it,2,0,sit,s ɪ t,0.5
ac + it + ás,3,0,sit,s ɪ t,0.625
it + ás + a,3,0,it,ɪ t,0.6
kapu + já,2,0,coup,k u,0.6666666666666666
ás + á + ɦoz,3,0,shaw,ʃ ɔ,0.6666666666666666
á + ért,2,0,to,t u,1.0
oz + ás + ár,3,0,laws,l ɔ z,0.8333333333333334
mek + talál + ás,3,0,met,m ɛ t,0.7
talál + ás,2,0,tell,t ɛ l,0.8571428571428571
ɦej + e,2,0,yet,j ɛ t,0.75
méltó + ság,2,0,melt,m ɛ l t,0.75
ʃak + ok,2,0,saw,s ɔ,0.6
tagad,1,0,tied,t aɪ d,0.8
jüŋk,1,0,young,j ʌ ŋ,0.75
ɦajt + ás + á,3,0,yet,j ɛ t,0.8571428571428571
ez + ze,2,0,says,s ɛ z,0.75
fel + et,2,0,felt,f ɛ l t,0.2
s + ít + és,3,0,shit,ʃ ɪ t,0.8
hoBi,1,0,he,h i,0.5
etek + et,2,0,text,t ɛ k s t,0.5
ɦaʃ,1,0,so,s oʊ,1.0
köɲ,1,0,co,k oʊ,0.39999999999999997
köɲ + ör,2,0,co,k oʊ,0.64
küʃ,1,0,case,k eɪ s,0.6666666666666666
küʃ + öb,2,0,so,s oʊ,0.64
öb,1,0,oh,oʊ,0.6
naǧ + város,2,0,jaw,dʒ ɔ,0.75
or + ʃág + ból,3,0,all,ɔ l,0.75
ʃág + ból,2,0,bill,b ɪ l,0.8333333333333334
ita,1,0,it,ɪ t,0.3333333333333333
ʃarv,1,0,save,s eɪ v,0.75
tart + ás + t,3,0,shit,ʃ ɪ t,0.8571428571428571
tám + aʃ,2,0,it's,ɪ t s,0.8
zöm,1,0,mm,m,0.6666666666666666
áraml,1,0,male,m eɪ l,0.8
élet + rajz,2,0,let,l ɛ t,0.625
